IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
213.170.157.1,443,443,true,SEA,North America,US,Seattle,209,0.12
54.229.46.23,443,443,true,DUB,Europe,IE,Dublin,225,0.12
67.226.221.222,80,443,true,SJC,North America,US,San Jose,177,0.10
18.134.37.97,443,443,true,LHR,Europe,GB,London,197,0.09
54.176.113.170,80,443,true,SJC,North America,US,San Jose,172,0.09
54.167.116.168,443,443,true,IAD,North America,US,Ashburn,244,0.08
54.204.39.251,443,443,true,IAD,North America,US,Ashburn,229,0.08
204.110.221.97,80,443,true,YUL,North America,CA,Montréal,245,0.08
3.138.59.154,443,443,true,ORD,North America,US,Chicago,239,0.07
204.110.221.157,80,443,true,YUL,North America,CA,Montréal,258,0.06
204.110.223.62,80,443,true,ORD,North America,US,Chicago,242,0.06
34.234.8.26,443,443,true,IAD,North America,US,Ashburn,252,0.05
67.226.221.81,80,443,true,SJC,North America,US,San Jose,171,0.05
3.99.106.179,443,443,true,YUL,North America,CA,Montréal,239,0.05
13.233.5.49,443,443,true,BOM,Asia Pacific,IN,Mumbai,295,0.04
204.110.221.134,80,443,true,YUL,North America,CA,Montréal,252,0.04
15.157.7.168,443,443,true,YUL,North America,CA,Montréal,236,0.04
204.110.220.58,80,443,true,SJC,North America,US,San Jose,172,0.03
3.98.73.243,443,443,true,YUL,North America,CA,Montréal,257,0.03
34.230.210.239,443,443,true,IAD,North America,US,Ashburn,246,0.03
204.110.221.17,80,443,true,YUL,North America,CA,Montréal,249,0.02
204.110.221.88,443,443,true,YUL,North America,CA,Montréal,253,0.02
54.187.212.113,2053,443,true,PDX,North America,US,Portland,204,0.00
52.19.138.237,8443,443,true,DUB,Europe,IE,Dublin,185,0.00
67.226.221.244,80,443,true,SJC,North America,US,San Jose,184,0.00
34.216.225.25,443,443,true,SEA,North America,US,Seattle,175,0.00
54.191.247.40,443,443,true,SEA,North America,US,Seattle,226,0.00
18.119.116.203,443,443,true,IAD,North America,US,Ashburn,211,0.00
54.188.156.26,443,443,true,SEA,North America,US,Seattle,207,0.00
16.171.60.7,443,443,true,ARN,Europe,SE,Stockholm,206,0.00
13.60.209.207,443,443,true,ARN,Europe,SE,Stockholm,188,0.00
13.228.142.218,443,443,true,SIN,Asia Pacific,SG,Singapore,94,0.00
18.227.228.10,443,443,true,IAD,North America,US,Ashburn,221,0.00
3.28.199.214,443,443,true,MRS,Europe,FR,Marseille,297,0.00
35.90.52.30,443,443,true,SEA,North America,US,Seattle,189,0.00
35.92.58.198,443,443,true,SEA,North America,US,Seattle,208,0.00
3.92.176.225,443,443,true,IAD,North America,US,Ashburn,229,0.00
54.191.192.111,443,443,true,SEA,North America,US,Seattle,204,0.00
35.93.31.9,443,443,true,SEA,North America,US,Seattle,200,0.00
18.168.200.71,443,443,true,LHR,Europe,GB,London,178,0.00
204.110.223.89,80,443,true,ORD,North America,US,Chicago,249,0.00
204.110.223.54,443,443,true,ORD,North America,US,Chicago,236,0.00
52.27.119.140,443,443,true,SEA,North America,US,Seattle,207,0.00
18.135.188.86,443,443,true,LHR,Europe,GB,London,219,0.00
35.81.207.167,443,443,true,PDX,North America,US,Portland,196,0.00
67.226.223.174,80,443,true,LHR,Europe,GB,London,270,0.00
204.110.221.65,80,443,true,YUL,North America,CA,Montréal,234,0.00
50.17.156.116,443,443,true,IAD,North America,US,Ashburn,248,0.00
3.135.195.101,443,443,true,IAD,North America,US,Ashburn,220,0.00
35.183.163.195,443,443,true,YUL,North America,CA,Montréal,243,0.00
3.148.113.141,8443,443,true,IAD,North America,US,Ashburn,237,0.00
